,gender,agecat,area,traffic_index,veh_value00,veh_ageIndex,credit_score,age,claim_ind,veh_body2,num_claims,claim_amount
415,F,2,E,100,3.38,2,81,27,0,TRUCK,0,0.0
416,F,3,A,102,7.88,2,85,36,0,STNWG,0,0.0
417,F,3,B,100,3.42,3,93,37,0,UTE,0,0.0
418,F,5,A,92,2.67,3,21,64,0,SEDAN,0,0.0
419,M,5,C,77,4.74,1,81,61,0,UTE,0,0.0
420,F,3,E,112,7.43,3,45,38,0,STNWG,0,0.0
421,F,4,E,55,3.41,1,58,51,0,HBACK,0,0.0
422,F,2,C,120,2.21,3,98,33,0,UTE,0,0.0
423,F,4,C,84,3.5,1,81,47,0,HBACK,0,0.0
424,F,5,A,114,2.03,3,80,57,0,SEDAN,0,0.0
425,F,3,B,49,4.44,4,85,38,0,STNWG,0,0.0
426,F,2,C,83,3.22,2,82,27,0,SEDAN,0,0.0
427,M,5,C,48,1.74,4,15,56,0,SEDAN,0,0.0
428,M,6,C,100,3.93,2,41,81,0,SEDAN,0,0.0
429,F,4,C,133,1.89,4,75,48,0,HBACK,0,0.0
430,M,3,C,100,4.17,1,92,44,0,HBACK,0,0.0
431,F,3,C,135,3.54,2,40,37,0,HBACK,0,0.0
432,F,3,A,100,0.45,4,94,39,0,HBACK,0,0.0
433,M,5,C,164,3.38,4,81,63,0,STNWG,0,0.0
434,F,2,C,100,1.58,4,96,26,0,SEDAN,0,0.0
435,F,2,C,100,3.38,2,68,26,0,SEDAN,0,0.0
436,F,5,C,57,3.38,3,84,61,0,SEDAN,0,0.0
437,M,3,E,100,3.38,2,75,40,0,UTE,0,0.0
438,M,5,A,120,5.7,2,70,60,0,SEDAN,0,0.0
439,F,5,C,62,4.5,2,70,61,0,SEDAN,0,0.0
440,M,5,C,100,1.68,3,82,63,0,TRUCK,0,0.0
441,F,3,C,110,2.19,3,43,37,0,SEDAN,0,0.0
442,M,6,B,58,2.4,3,78,89,0,HBACK,0,0.0
443,F,2,A,100,3.38,2,20,32,1,STNWG,1,1836.4
444,M,4,B,40,3.38,2,66,52,0,MIBUS,0,0.0
445,F,3,E,140,5.54,2,49,39,0,STNWG,0,0.0
446,M,2,A,133,1.35,2,75,34,0,HBACK,0,0.0
447,F,4,B,114,3.54,2,83,46,1,HBACK,1,2254.36
448,F,2,E,100,1.71,3,90,35,0,HBACK,0,0.0
449,M,4,C,73,3.92,4,91,53,0,MIBUS,0,0.0
450,M,2,D,33,2.52,4,95,28,0,UTE,0,0.0
451,M,5,D,108,7.38,2,66,59,0,STNWG,0,0.0
452,F,4,A,119,1.71,4,97,52,0,UTE,0,0.0
453,F,4,C,114,0.99,4,98,46,0,STNWG,0,0.0
454,F,2,D,73,2.58,3,17,27,0,STNWG,0,0.0
455,F,4,C,114,2.61,3,97,46,0,SEDAN,0,0.0
456,F,3,C,53,3.38,3,87,37,0,SEDAN,0,0.0
457,F,4,A,100,1.59,2,47,46,0,HBACK,0,0.0
458,M,4,A,59,2.07,4,77,51,0,SEDAN,0,0.0
459,M,3,C,148,2.1,3,85,36,0,TRUCK,0,0.0
460,M,6,D,138,1.64,4,77,83,0,SEDAN,0,0.0
461,F,4,B,134,4.46,2,93,46,0,HBACK,0,0.0
462,M,4,D,78,10.5,1,55,53,0,STNWG,0,0.0
463,F,4,D,136,6.18,1,90,45,0,STNWG,0,0.0
464,F,4,C,114,4.28,2,74,52,0,SEDAN,0,0.0
465,M,4,D,100,1.83,3,81,45,1,HBACK,1,1740.27
466,F,2,C,88,3.75,2,88,30,0,STNWG,0,0.0
467,M,3,A,67,5.08,2,20,44,0,HDTOP,0,0.0
468,M,4,F,50,2.84,4,98,46,0,TRUCK,0,0.0
469,F,3,F,74,5.62,2,88,42,0,MIBUS,0,0.0
470,M,3,C,46,7.65,2,72,44,0,STNWG,0,0.0
471,F,4,E,65,2.88,2,83,46,0,HBACK,0,0.0
472,F,4,B,127,2.54,3,81,53,1,SEDAN,1,1843.48
473,F,2,A,100,1.84,4,69,29,0,HBACK,0,0.0
474,F,5,A,100,7.89,2,93,59,0,STNWG,0,0.0
475,M,6,C,144,2.79,4,61,86,0,UTE,0,0.0
476,M,6,B,81,1.4,4,18,81,0,STNWG,0,0.0
477,M,4,B,109,2.88,3,66,47,0,TRUCK,0,0.0
478,F,4,B,152,3.31,2,90,47,0,SEDAN,0,0.0
479,M,4,A,100,2.92,2,88,45,0,HBACK,0,0.0
480,M,2,C,136,2.01,4,61,28,0,UTE,0,0.0
481,M,3,B,100,3.06,2,88,43,0,SEDAN,0,0.0
482,F,4,B,106,4.35,2,81,54,0,HBACK,0,0.0
483,F,4,D,105,2.21,2,59,52,0,HBACK,0,0.0
484,F,5,C,191,2.92,3,72,61,0,SEDAN,0,0.0
485,M,4,A,106,3.38,2,82,54,1,STNWG,2,3984.95
486,M,2,C,52,2.13,4,82,26,0,TRUCK,0,0.0
487,F,2,D,125,6.29,3,39,34,0,MIBUS,0,0.0
488,F,3,A,62,1.8,3,94,42,0,HBACK,0,0.0
489,M,2,A,115,3.56,2,81,28,0,UTE,0,0.0
490,F,4,B,155,2.88,3,52,47,0,SEDAN,0,0.0
491,F,5,C,76,3.56,2,28,62,0,HBACK,0,0.0
492,M,4,C,100,2.01,3,39,47,0,HBACK,0,0.0
493,M,1,A,133,3.38,2,87,15,1,SEDAN,1,2182.84
494,F,5,C,100,2.97,1,89,62,0,HBACK,0,0.0
495,M,1,F,83,6.93,1,38,18,1,PANVN,1,1789.49
496,M,4,A,109,4.63,1,80,52,0,SEDAN,0,0.0
497,F,1,C,100,2.76,2,48,25,0,HBACK,0,0.0
498,M,3,B,100,0.86,4,60,39,0,SEDAN,0,0.0
499,F,4,B,111,3.54,2,81,48,0,HBACK,0,0.0
500,F,1,B,81,2.97,4,92,17,0,SEDAN,0,0.0
501,M,2,A,97,1.3,4,88,28,0,SEDAN,0,0.0
502,F,2,E,79,3.34,1,25,33,0,HBACK,0,0.0
503,F,4,A,100,2.37,2,97,45,0,HBACK,0,0.0
504,M,3,C,118,6.98,1,71,37,0,STNWG,0,0.0
505,M,4,A,53,3.38,2,96,49,0,HBACK,0,0.0
506,M,1,B,71,8.75,1,39,18,0,UTE,0,0.0
507,F,5,C,100,2.22,3,78,60,0,SEDAN,0,0.0
508,M,1,A,130,3.17,1,68,23,0,HBACK,0,0.0
509,M,2,E,77,7.29,2,48,26,0,TRUCK,0,0.0
510,F,1,C,100,3.22,1,63,23,0,HBACK,0,0.0
511,M,4,A,124,3.81,3,93,53,0,HBACK,0,0.0
512,F,2,A,132,6.86,1,86,32,0,HDTOP,0,0.0
513,M,3,A,63,2.91,2,83,42,0,HBACK,0,0.0
514,F,6,D,83,0.99,4,84,104,0,HBACK,0,0.0
515,F,4,E,117,3.41,2,88,52,0,SEDAN,0,0.0
516,M,5,D,159,4.46,3,93,57,0,UTE,0,0.0
517,M,6,E,100,3.38,2,74,91,0,TRUCK,0,0.0
518,F,4,C,95,3.0,4,55,46,0,HBACK,0,0.0
519,M,6,A,153,4.06,2,85,103,0,SEDAN,0,0.0
520,M,1,B,63,2.62,4,64,24,0,STNWG,0,0.0
521,M,3,D,100,2.54,4,92,41,0,HDTOP,0,0.0
522,M,3,A,121,8.14,3,79,36,0,SEDAN,0,0.0
523,F,3,A,100,3.92,4,15,44,0,MIBUS,0,0.0
524,M,5,A,151,1.48,4,86,64,1,SEDAN,1,2043.5
525,F,6,B,160,2.47,2,91,98,0,HBACK,0,0.0
526,M,4,C,60,3.6,2,91,47,0,SEDAN,0,0.0
527,F,4,A,134,7.37,2,90,48,0,STNWG,0,0.0
528,M,4,C,82,5.7,1,90,50,0,HDTOP,0,0.0
529,M,4,A,100,7.81,2,86,48,0,TRUCK,0,0.0
530,F,3,E,79,2.28,2,75,44,0,SEDAN,0,0.0
531,F,3,D,100,1.53,4,90,43,0,STNWG,0,0.0
532,F,5,E,81,6.09,2,67,64,0,STNWG,0,0.0
533,M,6,A,111,3.38,4,96,71,0,SEDAN,0,0.0
534,M,6,A,69,3.31,2,79,103,0,HBACK,0,0.0
535,F,2,C,84,1.58,4,88,26,0,UTE,0,0.0
536,M,5,C,100,5.96,1,53,62,0,SEDAN,0,0.0
537,F,3,C,124,4.46,2,79,37,0,SEDAN,0,0.0
538,M,3,A,105,3.75,3,82,35,0,SEDAN,0,0.0
539,F,3,C,92,3.38,2,52,42,0,STNWG,0,0.0
540,F,6,A,85,3.92,2,90,83,0,SEDAN,0,0.0
541,F,2,E,123,2.21,3,81,33,0,SEDAN,0,0.0
542,F,6,B,82,2.91,3,85,95,0,SEDAN,0,0.0
543,F,2,B,85,3.1,2,15,30,0,HBACK,0,0.0
544,F,2,B,96,5.0,2,81,31,0,STNWG,0,0.0
545,M,5,C,114,3.38,2,95,60,0,SEDAN,0,0.0
546,F,2,B,119,2.47,3,52,26,0,SEDAN,0,0.0
547,M,1,F,94,7.5,2,85,19,0,UTE,0,0.0
548,F,4,C,87,3.09,1,19,53,0,HBACK,0,0.0
549,M,3,F,92,10.02,1,67,39,0,STNWG,0,0.0
550,F,2,A,140,2.47,2,61,29,0,STNWG,0,0.0
551,F,2,A,102,3.38,2,75,34,0,HBACK,0,0.0
552,M,3,B,46,3.41,3,76,41,0,SEDAN,0,0.0
553,M,3,E,101,2.03,2,76,39,0,SEDAN,0,0.0
554,F,1,F,147,3.7,1,81,17,0,SEDAN,0,0.0
555,F,6,A,100,1.54,4,20,80,0,SEDAN,0,0.0
556,F,3,B,111,1.9,4,52,39,0,SEDAN,0,0.0
557,M,4,A,101,4.02,1,88,48,0,HBACK,0,0.0
558,F,2,C,61,2.28,3,84,32,0,HBACK,0,0.0
559,M,6,E,83,5.54,1,62,102,0,SEDAN,0,0.0
560,F,4,D,81,2.85,2,89,50,0,HBACK,0,0.0
561,M,5,E,71,4.91,1,68,65,0,SEDAN,0,0.0
562,F,2,A,105,2.67,3,96,34,0,SEDAN,0,0.0
563,F,3,A,58,0.86,4,91,38,0,HBACK,0,0.0
564,F,3,B,83,3.93,2,78,35,0,HBACK,0,0.0
565,F,2,C,58,2.07,3,67,29,0,HBACK,0,0.0
566,F,1,A,124,3.38,2,18,23,0,HBACK,0,0.0
567,F,3,A,100,4.86,2,82,43,0,STNWG,0,0.0
568,F,1,B,100,4.05,1,24,22,0,SEDAN,0,0.0
569,F,3,E,40,9.9,1,81,41,0,STNWG,0,0.0
570,M,4,E,59,3.38,2,55,49,0,UTE,0,0.0
571,F,4,E,57,3.15,3,84,54,0,SEDAN,0,0.0
572,M,5,A,48,4.47,1,13,61,0,HBACK,0,0.0
573,M,3,B,84,2.43,4,78,40,0,STNWG,0,0.0
574,F,1,B,90,4.7,3,62,23,0,UTE,0,0.0
575,M,4,F,102,3.0,4,97,52,0,TRUCK,0,0.0
576,M,4,B,130,3.38,2,97,54,0,STNWG,0,0.0
577,M,4,E,124,3.38,2,84,47,0,SEDAN,0,0.0
578,M,6,A,128,3.41,2,91,72,0,UTE,0,0.0
579,F,3,E,118,3.38,4,85,43,0,STNWG,0,0.0
580,M,2,A,67,6.24,3,93,30,0,STNWG,0,0.0
581,M,1,C,100,16.37,1,80,16,0,STNWG,0,0.0
582,F,3,A,100,3.12,1,61,43,0,HBACK,0,0.0
583,F,3,C,154,3.38,2,61,40,0,SEDAN,0,0.0
584,F,5,A,61,5.47,3,70,56,0,STNWG,0,0.0
585,F,6,C,89,5.07,1,89,70,1,SEDAN,1,2034.23
586,F,3,A,127,4.86,2,86,39,0,SEDAN,0,0.0
587,F,1,A,61,6.64,3,86,18,0,HDTOP,0,0.0
588,F,1,D,111,20.88,2,81,17,0,SEDAN,0,0.0
589,M,3,F,100,4.38,4,23,39,0,STNWG,0,0.0
590,F,6,C,62,3.84,2,84,71,0,HBACK,0,0.0
591,F,4,A,58,2.84,2,22,54,0,HBACK,0,0.0
592,M,4,C,70,3.38,2,89,54,1,STNWG,1,2166.58
593,M,6,D,64,3.84,2,94,93,0,SEDAN,0,0.0
594,F,2,D,144,9.0,2,91,33,0,STNWG,0,0.0
595,M,5,C,53,3.92,3,98,62,0,STNWG,0,0.0
596,M,4,C,174,2.29,4,97,52,0,HBACK,0,0.0
597,F,2,B,100,1.29,4,92,28,0,COUPE,0,0.0
598,F,1,C,52,7.92,2,17,24,0,STNWG,0,0.0
599,M,6,E,100,4.26,1,85,80,0,HBACK,0,0.0
600,F,5,C,77,1.47,4,49,61,0,HBACK,0,0.0
601,M,6,C,85,3.92,4,63,75,0,MIBUS,0,0.0
602,F,4,E,100,3.7,3,85,54,0,SEDAN,0,0.0
603,F,1,C,73,3.38,3,83,23,0,HBACK,0,0.0
604,M,1,C,141,1.03,4,86,17,0,SEDAN,0,0.0
605,M,2,C,84,0.99,4,73,35,0,SEDAN,0,0.0
606,M,2,A,110,3.78,3,71,33,0,UTE,0,0.0
607,F,4,A,100,3.21,1,87,47,0,HBACK,0,0.0
608,F,4,B,71,3.38,2,81,51,0,HBACK,0,0.0
609,F,4,D,74,3.38,2,65,49,0,SEDAN,0,0.0
610,F,1,F,80,1.54,4,81,19,0,HBACK,0,0.0
611,F,3,B,146,2.31,2,79,40,0,SEDAN,0,0.0
612,F,2,B,115,3.88,1,89,28,0,HBACK,0,0.0
613,M,5,C,55,4.51,2,48,56,0,SEDAN,0,0.0
614,F,5,C,127,3.96,2,98,59,0,SEDAN,0,0.0
615,M,5,A,129,0.63,4,53,62,0,SEDAN,0,0.0
616,F,3,F,108,6.7,3,86,41,0,MIBUS,0,0.0
617,M,4,B,62,4.26,3,81,47,0,SEDAN,0,0.0
618,M,3,A,80,1.75,4,70,36,0,HBACK,0,0.0
619,M,2,C,114,4.83,3,97,30,0,UTE,0,0.0
620,F,4,D,77,3.04,4,92,49,0,TRUCK,0,0.0
621,F,1,A,68,3.69,1,59,22,0,HBACK,0,0.0
622,M,3,B,88,5.88,1,81,45,0,SEDAN,0,0.0
623,M,2,A,50,12.67,1,97,31,0,STNWG,0,0.0
624,M,5,A,95,8.38,2,91,64,0,STNWG,0,0.0
625,F,5,D,100,10.44,1,86,56,0,STNWG,0,0.0
626,M,5,A,105,1.26,4,83,62,0,SEDAN,0,0.0
627,F,4,F,100,4.17,2,81,51,0,SEDAN,0,0.0
628,F,5,E,103,2.1,3,34,56,0,HBACK,0,0.0
629,F,4,C,143,1.74,3,73,48,0,HBACK,0,0.0
630,F,3,C,100,2.75,3,65,40,0,HBACK,0,0.0
631,F,3,E,100,3.38,4,85,43,0,STNWG,0,0.0
632,M,4,B,76,3.5,3,48,45,0,UTE,0,0.0
633,F,5,B,74,4.54,2,88,62,0,SEDAN,0,0.0
634,F,3,B,105,6.3,1,79,43,0,SEDAN,0,0.0
635,F,4,A,87,9.0,3,99,49,0,STNWG,0,0.0
636,F,5,B,125,3.06,2,68,59,0,HBACK,0,0.0
637,M,1,B,100,1.53,4,72,23,0,STNWG,0,0.0
638,F,2,C,39,2.21,3,83,35,0,HBACK,0,0.0
639,F,3,A,114,5.22,1,83,44,0,SEDAN,0,0.0
640,F,3,C,75,3.04,3,78,44,0,HBACK,0,0.0
641,F,2,B,84,3.58,1,93,30,0,SEDAN,0,0.0
642,M,6,C,100,1.74,3,93,97,0,HBACK,0,0.0
643,M,3,A,111,2.46,4,82,37,0,UTE,0,0.0
644,F,2,E,131,12.55,1,13,33,0,STNWG,0,0.0
645,F,3,A,146,5.91,2,93,43,0,STNWG,0,0.0
646,F,4,D,100,6.64,1,85,48,0,SEDAN,0,0.0
647,M,2,C,116,3.92,4,81,35,1,STNWG,1,1785.24
648,M,4,B,141,3.38,2,81,50,0,SEDAN,0,0.0
649,F,5,C,104,3.75,1,50,61,0,HBACK,0,0.0
650,M,2,E,55,1.32,4,66,30,0,STNWG,0,0.0
651,M,4,D,30,5.22,3,17,53,0,STNWG,0,0.0
652,F,2,A,100,1.52,4,77,34,0,HBACK,0,0.0
653,F,4,B,100,3.31,3,81,49,0,HBACK,0,0.0
654,F,1,D,100,6.18,1,17,19,1,STNWG,1,2436.1
655,F,2,B,124,3.29,1,99,30,0,HBACK,0,0.0
656,F,2,D,102,3.19,4,43,26,0,STNWG,0,0.0
657,M,1,A,99,16.09,1,74,25,0,STNWG,0,0.0
658,M,2,A,168,4.09,2,86,27,1,HBACK,1,1962.25
659,M,5,B,41,2.58,3,93,60,0,SEDAN,0,0.0
660,M,6,C,100,0.69,4,81,94,0,SEDAN,0,0.0
661,M,2,B,154,1.2,4,81,31,0,HBACK,0,0.0
662,M,4,C,107,1.71,4,87,46,0,HDTOP,0,0.0
663,M,5,C,60,1.2,4,74,56,0,SEDAN,0,0.0
664,M,5,B,124,3.66,2,67,62,0,HBACK,0,0.0
665,F,2,B,100,1.22,4,81,28,0,HBACK,0,0.0
666,F,1,A,65,3.33,2,80,20,0,HBACK,0,0.0
667,F,1,C,31,1.66,2,98,22,0,HBACK,0,0.0
668,M,2,A,100,8.28,2,67,33,0,STNWG,0,0.0
669,F,3,D,155,2.79,3,89,36,0,UTE,0,0.0
670,M,6,C,138,1.38,4,75,69,0,STNWG,0,0.0
671,F,3,D,100,2.62,3,71,44,0,SEDAN,0,0.0
672,F,4,A,100,3.03,1,63,51,0,HBACK,0,0.0
673,M,6,D,148,2.61,4,83,93,0,UTE,0,0.0
674,F,2,C,100,5.26,3,72,26,0,STNWG,0,0.0
675,F,5,C,88,3.38,2,63,65,0,HBACK,0,0.0
676,F,3,D,88,2.25,3,74,39,0,HBACK,0,0.0
677,F,3,B,42,5.76,1,77,37,0,SEDAN,0,0.0
678,F,4,E,80,1.8,3,77,52,0,HBACK,0,0.0
679,F,3,C,100,4.02,3,16,43,0,HDTOP,0,0.0
680,M,6,E,104,1.74,3,46,100,0,HBACK,0,0.0
681,M,3,B,206,3.38,2,100,45,0,SEDAN,0,0.0
682,F,3,B,100,2.21,3,61,39,0,SEDAN,0,0.0
683,M,5,A,105,3.0,4,86,56,0,STNWG,0,0.0
684,M,2,C,101,3.25,4,89,35,0,UTE,0,0.0
685,F,2,A,103,3.66,2,82,30,0,HBACK,0,0.0
686,F,3,B,80,5.22,3,96,36,0,STNWG,0,0.0
687,F,5,C,42,3.66,2,68,57,0,HBACK,0,0.0
688,F,5,B,150,3.38,2,63,58,0,HBACK,0,0.0
689,M,5,A,60,3.38,1,88,64,0,HBACK,0,0.0
690,M,5,E,110,2.29,4,94,56,0,PANVN,0,0.0
691,M,2,A,48,3.69,2,65,26,0,HBACK,0,0.0
692,M,3,D,74,6.17,1,96,39,0,STNWG,0,0.0
693,M,3,E,100,4.17,3,89,41,0,STNWG,0,0.0
694,M,2,E,78,3.38,2,95,25,0,STNWG,0,0.0
695,F,5,C,99,2.13,2,70,59,0,SEDAN,0,0.0
696,F,4,C,73,3.38,4,63,53,0,HBACK,0,0.0
697,M,4,B,132,0.86,4,18,53,1,HBACK,1,1921.97
698,F,3,A,104,9.57,2,87,35,0,STNWG,0,0.0
699,M,3,A,113,3.63,3,79,43,0,SEDAN,0,0.0
700,M,1,A,110,3.92,2,96,17,0,HBACK,0,0.0
701,F,5,C,100,3.38,2,29,56,0,HBACK,0,0.0
702,F,4,B,60,1.08,2,84,50,0,HBACK,0,0.0
703,M,1,A,133,3.58,1,64,24,0,SEDAN,0,0.0
704,M,5,C,119,1.23,4,72,60,0,STNWG,0,0.0
705,M,4,D,100,1.58,4,77,50,0,UTE,0,0.0
706,M,3,A,100,10.26,2,81,42,0,STNWG,0,0.0
707,F,2,B,44,3.17,2,86,31,0,HBACK,0,0.0
708,M,4,A,100,3.42,2,79,49,0,SEDAN,0,0.0
709,M,5,A,47,6.17,1,14,64,0,STNWG,0,0.0
710,F,3,C,100,1.83,4,77,39,0,STNWG,0,0.0
711,M,1,C,72,5.07,1,87,16,0,SEDAN,0,0.0
712,F,3,D,170,2.66,4,98,43,0,TRUCK,0,0.0
713,F,1,D,130,2.92,4,99,17,0,HDTOP,0,0.0
714,M,4,A,100,11.61,1,98,48,0,STNWG,0,0.0
715,F,5,D,53,3.38,2,82,61,0,SEDAN,0,0.0
716,M,2,A,91,0.94,4,95,30,0,HBACK,0,0.0
717,F,3,B,77,2.7,3,86,37,0,SEDAN,0,0.0
718,F,1,A,94,2.47,4,93,23,0,UTE,0,0.0
719,F,4,C,133,3.99,2,93,48,0,SEDAN,0,0.0
720,F,1,B,139,3.38,2,75,21,1,HBACK,1,2072.78
721,M,5,C,79,3.38,2,13,60,0,HBACK,0,0.0
722,M,5,E,76,1.32,4,93,58,0,TRUCK,0,0.0
723,F,4,C,123,2.67,2,70,55,0,HBACK,0,0.0
724,M,6,A,116,1.58,2,99,77,0,STNWG,0,0.0
725,M,6,B,69,0.87,4,85,95,0,SEDAN,0,0.0
726,M,1,B,79,6.35,1,90,20,0,STNWG,0,0.0
727,F,3,F,54,2.82,2,91,41,0,UTE,0,0.0
728,F,3,C,117,3.33,1,70,43,0,HBACK,0,0.0
729,F,5,D,127,6.03,1,98,62,0,SEDAN,0,0.0
730,M,6,A,100,4.19,1,87,76,0,SEDAN,0,0.0
731,M,3,D,134,3.75,4,68,43,0,UTE,0,0.0
732,M,5,E,100,1.59,3,89,56,0,HBACK,0,0.0
733,M,6,D,100,3.38,2,81,104,0,STNWG,0,0.0
734,F,4,D,84,1.26,4,80,49,0,SEDAN,0,0.0
735,M,6,C,100,1.23,2,45,74,0,SEDAN,0,0.0
736,F,4,B,124,2.62,3,52,49,0,SEDAN,0,0.0
737,M,2,A,58,3.38,2,82,34,0,HBACK,0,0.0
738,F,5,A,88,4.68,1,79,62,0,SEDAN,0,0.0
739,F,4,B,100,5.19,4,79,49,0,STNWG,0,0.0
740,F,2,C,142,3.38,2,83,25,0,SEDAN,0,0.0
741,F,6,B,34,1.14,4,94,69,0,MIBUS,0,0.0
742,M,2,F,51,4.44,4,66,26,0,STNWG,0,0.0
743,M,2,A,146,8.01,1,65,30,1,UTE,1,1992.28
744,M,4,E,118,8.77,2,97,52,0,STNWG,0,0.0
745,F,3,C,111,7.65,1,80,44,0,STNWG,0,0.0
746,M,2,C,109,5.94,2,89,31,0,UTE,0,0.0
747,F,5,C,64,1.84,4,94,58,0,HBACK,0,0.0
748,F,4,D,55,3.38,2,93,48,0,STNWG,0,0.0
749,M,5,B,80,4.56,1,92,64,0,SEDAN,0,0.0
750,M,6,C,121,1.94,4,81,96,0,HBACK,0,0.0
751,M,4,A,84,3.38,2,65,50,0,SEDAN,0,0.0
752,M,2,C,127,3.5,3,91,26,0,STNWG,0,0.0
753,F,2,F,145,3.82,2,92,34,0,SEDAN,0,0.0
754,M,1,F,118,7.05,3,79,17,0,TRUCK,0,0.0
755,M,1,C,100,4.94,2,12,16,0,PANVN,0,0.0
756,F,2,E,100,1.64,4,15,31,0,MIBUS,0,0.0
757,M,4,A,81,2.97,3,63,48,0,SEDAN,0,0.0
758,F,4,B,79,2.96,3,100,55,0,SEDAN,0,0.0
759,M,3,F,115,8.91,2,58,39,1,STNWG,1,2029.41
760,F,4,E,71,3.5,3,62,46,0,SEDAN,0,0.0
761,M,4,C,67,3.09,3,56,51,0,SEDAN,0,0.0
762,F,4,A,151,1.66,4,66,54,0,SEDAN,0,0.0
763,M,3,D,77,7.92,3,48,40,0,STNWG,0,0.0
764,F,1,C,156,2.1,3,58,25,0,HBACK,0,0.0
765,M,6,D,100,1.03,4,95,95,0,HBACK,0,0.0
766,M,6,E,100,3.84,2,69,99,0,SEDAN,0,0.0
767,M,6,A,52,6.07,2,81,87,0,SEDAN,0,0.0
768,M,3,C,92,3.12,3,25,41,0,UTE,0,0.0
769,M,4,D,151,3.38,2,48,54,0,SEDAN,0,0.0
770,M,2,E,123,3.38,2,78,25,1,UTE,1,2103.8
771,M,5,A,100,3.38,2,95,56,0,STNWG,0,0.0
772,F,5,E,61,1.86,2,79,62,0,MIBUS,0,0.0
773,F,5,A,100,5.73,2,77,56,0,COUPE,0,0.0
774,F,6,C,52,3.69,2,91,77,0,HBACK,0,0.0
775,M,3,B,102,8.94,2,81,37,0,STNWG,0,0.0
776,F,5,E,85,6.24,3,88,65,0,STNWG,0,0.0
777,M,4,E,91,2.75,4,81,55,0,STNWG,0,0.0
778,M,4,A,62,8.19,2,72,51,0,STNWG,0,0.0
779,F,3,A,68,3.38,3,85,40,0,HBACK,0,0.0
780,F,6,E,47,0.81,4,20,69,0,SEDAN,0,0.0
781,F,3,A,73,1.75,3,91,36,0,HBACK,0,0.0
782,F,2,E,61,12.38,2,62,26,0,STNWG,0,0.0
783,F,3,C,110,7.02,2,82,38,0,STNWG,0,0.0
784,F,5,A,84,5.4,3,84,61,0,STNWG,0,0.0
785,M,2,B,80,6.6,1,69,31,0,STNWG,0,0.0
786,F,3,E,162,2.03,4,92,37,0,HBACK,0,0.0
787,F,3,D,96,3.38,2,84,44,0,SEDAN,0,0.0
788,M,4,B,32,4.95,2,81,51,0,STNWG,0,0.0
789,M,5,B,130,12.83,1,82,62,0,STNWG,0,0.0
790,F,4,B,152,3.54,2,69,46,0,SEDAN,0,0.0
791,F,2,B,40,4.17,2,84,31,0,HBACK,0,0.0
792,F,4,A,60,7.32,1,94,46,0,STNWG,0,0.0
793,F,2,F,196,4.88,3,93,26,0,STNWG,0,0.0
794,M,5,D,120,3.09,3,71,59,0,UTE,0,0.0
795,M,4,B,128,4.23,3,97,46,0,STNWG,0,0.0
796,M,6,A,137,2.84,3,89,71,0,HBACK,0,0.0
797,M,5,A,75,8.85,2,85,64,0,STNWG,0,0.0
798,M,3,F,71,3.38,3,87,42,0,STNWG,0,0.0
799,F,3,C,100,3.58,2,30,37,1,HBACK,1,1675.95
800,F,2,A,92,3.46,3,65,28,0,SEDAN,0,0.0
801,M,2,E,166,1.94,4,87,35,0,STNWG,0,0.0
802,M,1,B,125,3.38,2,75,25,0,HBACK,0,0.0
803,M,5,F,128,4.32,4,91,55,1,HDTOP,1,2237.44
804,F,3,B,100,1.3,2,89,36,0,SEDAN,0,0.0
805,F,2,E,114,6.13,1,42,30,0,SEDAN,0,0.0
806,F,1,B,89,3.17,1,83,22,0,HBACK,0,0.0
807,M,4,B,165,11.52,2,74,46,0,STNWG,0,0.0
808,F,4,B,44,6.12,3,86,50,0,STNWG,0,0.0
809,F,4,C,100,2.67,2,91,45,0,HBACK,0,0.0
810,F,1,D,100,3.01,3,79,18,0,SEDAN,0,0.0
811,M,4,C,100,4.46,1,52,52,0,STNWG,0,0.0
812,F,6,B,100,4.14,1,92,66,0,SEDAN,0,0.0
813,M,4,E,162,2.75,3,83,53,0,SEDAN,0,0.0
814,F,4,C,74,3.25,3,73,50,0,SEDAN,0,0.0
815,F,4,A,100,1.86,2,95,55,0,HBACK,0,0.0
816,F,2,D,100,1.83,4,90,29,0,UTE,0,0.0
817,F,3,A,75,3.38,2,67,44,0,HBACK,0,0.0
818,M,2,B,100,2.91,3,83,27,0,HBACK,0,0.0
819,M,4,C,117,1.62,4,95,45,0,HBACK,0,0.0
820,M,4,B,87,4.12,4,66,47,1,STNWG,1,1901.97
821,M,3,C,56,4.29,2,86,43,0,HBACK,0,0.0
822,M,4,A,111,2.28,4,66,50,1,SEDAN,1,1964.08
823,F,4,F,150,2.39,4,76,52,0,HDTOP,0,0.0
824,M,4,F,101,10.38,1,12,54,0,STNWG,0,0.0
825,F,3,F,100,4.37,3,67,43,0,UTE,0,0.0
826,M,5,B,105,1.9,4,90,59,0,HBACK,0,0.0
827,F,5,C,121,3.7,1,81,58,0,SEDAN,0,0.0
828,F,4,A,100,2.67,2,95,55,0,HBACK,0,0.0
829,M,4,A,100,3.09,2,81,49,0,HBACK,0,0.0
830,M,6,C,100,3.38,2,82,71,0,STNWG,0,0.0
831,M,4,C,152,8.85,2,61,54,0,STNWG,0,0.0
832,F,4,A,100,1.12,4,77,50,0,STNWG,0,0.0
